route_id,direction_id,stop_1,stop_2,distance_m,llm_explanation
15227,0,Park St @ Opp Zion St,Park St @ Park Ter,112.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15227,0,Park St @ Prospect Ave,Park Rd @ Warren Ter,98.85,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15227,1,Park St @ Zion St,Park St @ Putnam St,113.58,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15227,1,Park St @ Putnam St,Park St @ Affleck St,109.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Day Hill Rd @ Marshall Phelps Rd,Day Hill Rd @ Marshall Phelps Rd,113.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Pleasant St @ Windsor St,Windsor St @ Pleasant St,30.39,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Windsor St @ 818 Windsor St,Windsor St @ Boce Barlow Way,118.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Windsor St @ Boce Barlow Way,Main St @ Windsor St,113.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Main St @ opp Cleveland Ave,Main St @ opp Montville St,104.55,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Main St @ CT Works Career Ctr,Windsor Ave @ Sunset St,88.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Windsor Ave @ Sunset St,Windsor Ave @ Violet St,106.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Windsor Ave @ Corey St,Windsor Ave @ Skitchewaug St,123.02,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Windsor Ave @ Skitchewaug St,Windsor Ave @ E Barber St,117.43,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Windsor Ave @ opp E Wolcott Ave,Windsor Ave @ Deerfield Rd,56.75,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Windsor Ave @ Deerfield Rd,Windsor Ave @ Putnam Hwy,82.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Windsor Ave @ opp Park Ave,Windsor Ave @ opp Hillcrest Rd,106.75,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,0,Poquonock Ave @ opp Spring St,Poquonock Ave @ opp Loomis Ave,96.13,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,1,Waterside Crossing @ Waterside Crossing Building 2,Waterside Crossing @ Waterside Crossing Building 1,121.74,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,1,Waterside Crossing @ Waterside Crossing Building 1,Blue Hills Ave  Ext @ Eversource,119.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,1,Lamberton Rd @ Day Hill Rd,Day Hill Rd @ Lamberton Rd,26.27,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,1,Poquonock Ave @ Loomis Ave,Poquonock Ave @ Spring St,114.09,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,1,Central St @ Broad St,Mechanic St @ R R Station,121.81,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,1,Mechanic St @ R R Station,Mechanic St @ Park & Ride Lot,117.57,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,1,Windsor Ave @ Faneuil St,Windsor Ave @ Package Store,94.07,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,1,Windsor Ave @ 275 Windsor Ave,Windsor Ave @ Olga Ave,71.72,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15229,1,Windsor St @ Sanford St,Windsor St @ Loomis St,96.67,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,0,Washington St @ Madison St,Washington St @ Lincoln St,123.72,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,0,Washington St @ Brownell Ave,Washington St @ Colonial St,90.43,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,0,Washington St @ Colonial St,Washington St @ New Britain Ave,124.21,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,0,New Britain Ave @ Forster St,New Britain Ave @ opp Cumberland St,107.66,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,0,New Britain Ave @ opp Cumberland St,New Britain Ave @ Stone St,98.35,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,0,New Britain Ave @ opp Cumberland St,Stone St @ Broadview Ter,124.41,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,0,New Britain Ave @ Stone St,Stone St @ Broadview Ter,65.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,1,New Britain Ave @ Cumberland St,New Britain Ave @ Fire Station,113.94,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,1,New Britain Ave @ Washington St,Washington St @ opp Colonial St,67.64,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15230,1,Washington St @ opp Colonial St,Washington St @ opp Brownell Ave,79.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15231,0,Leibert Rd @ Valenti Auto,CTtransit @ Administration Building,89.54,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15231,1,Central Row @ Main St,Main St @ Asylum St,99.45,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,0,Washington St @ Brownell Ave,Washington St @ Colonial St,90.43,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,0,Washington St @ Colonial St,Washington St @ New Britain Ave,124.21,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,0,New Britain Ave @ Forster St,New Britain Ave @ opp Cumberland St,107.66,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,0,New Britain Ave @ opp Cumberland St,New Britain Ave @ Stone St,98.35,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,0,New Britain Ave @ Clermont St,New Britain Ave @ Giddings St,113.56,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,0,New Britain Ave @ Giddings St,New Britain Ave @ opp Goshen St,109.14,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,0,New Britain Ave @ opp Shield St,New Britain Ave @ Pep Boys,110.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,0,New Britain Ave @ Pep Boys,New Britain Ave @ opp South St,100.01,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,1,New Britain Ave @ South St,New Britain Ave @ NAPA Auto Parts,88.92,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,1,New Britain Ave @ NAPA Auto Parts,New Britain Ave @ Shield St,110.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,1,New Britain Ave @ Goshen St,New Britain Ave @ Nepaug St,101.86,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,1,New Britain Ave @ Cumberland St,New Britain Ave @ Fire Station,113.94,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,1,New Britain Ave @ Washington St,Washington St @ opp Colonial St,67.64,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,1,Washington St @ opp Colonial St,Washington St @ opp Brownell Ave,79.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,1,Retreat Ave @ 100 Retreat Ave,Retreat Ave @ Maple Ave,106.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15232,1,New Britain Ave @ opp Shadow Ln,New Britain Ave @ opp Bramley Rd,114.26,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,0,Main St @ opp 2447 Main St,Main St @ opp Westland St,107.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,0,Main St @ opp Earle St,Main St @ Opp Kensington St,119.97,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,0,Main St @ opp Cleveland Ave,Main St @ opp Montville St,104.55,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,0,Main St @ CT Works Career Ctr,Windsor Ave @ Sunset St,88.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,0,Windsor Ave @ Sunset St,Windsor Ave @ Violet St,106.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,0,Windsor Ave @ Meadow Rd,DSS @ Meadow Rd,110.83,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,0,Windsor Ave @ Corey St,Wilson Park & Ride Lot @ Corey St,82.66,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,1,Wilson Park & Ride Lot @ Corey St,Windsor Ave @ Package Store,80.77,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,1,Windsor Ave @ 275 Windsor Ave,Windsor Ave @ Olga Ave,71.72,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,1,Main St @ Kensington St,Main St @ Earle St,85.04,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,1,Main St @ Earle St,Main St @ Naugatuck St,107.99,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,1,Main St @ Naugatuck St,Main St @ Westland St,83.6,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15233,1,Main St @ Florence St,Main St @ Belden St,110.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Washington St @ Brownell Ave,Washington St @ Colonial St,90.43,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Washington St @ Colonial St,Washington St @ New Britain Ave,124.21,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,New Britain Ave @ Forster St,New Britain Ave @ opp Cumberland St,107.66,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Newington Ave @ Stanwood St,Newington Ave @ Windham St,108.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Newington Ave @ Sprague St,Newington Ave @ Stafford St,62.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Newington Ave @ Stafford St,Newington Ave @ Bristol St,87.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Newington Ave @ Bristol St,Newington Ave @ Marion St,111.45,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Newington Ave @ Marion St,Newington Ave @ 300 Newington Ave,112.41,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Hartford Ave @ opp Thomas St,Hartford Ave @ Williamstown CT,114.65,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Main St @ Opp Hartford Ave,Main St @ Camp Ave,106.87,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Main St @ Opp Atwood St,Main St @ Opp Kirkham St,108.19,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Lowrey Pl @ Main St,Main St @ Bonair Ave,107.56,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Main St @ 1377 Main St,Main St @ Opp Centerwood Rd,97.27,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Main St @ Opp Goodale Dr,Main St @ Opp Cheney Ln,111.45,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Robbins Ave @ opp Basswood St,Robbins Aave @ opp Parker St,77.26,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Robbins Aave @ opp Parker St,Robbins Ave @ opp Valentine St,106.77,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Maple Hill Ave @ New Britain Ave,New Britain Ave @ Fairfield Ave,98.17,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,New Britain Ave @ Fairfield Ave,New Britain Ave @ Eleanor Pl,75.28,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,New Britain Ave @ Eleanor Pl,New Britain Ave @ Dartmouth Pl,75.35,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,New Britain Ave @ Dartmouth Pl,New Britain Ave @ Clarendon Terr,79.08,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Newington Ave @ Childs St,Newington Ave @ Market St,120.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Market St @ Rhodes St,Jubilee St @ Market St,123.36,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Dwight St @ Stanley St,Stanley St @ opp Church St,96.94,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,0,Stanley St @ opp Church St,Stanley St @ Chestnut St,107.95,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Stanley St @ Chestnut St,Stanley St @ Church St,100.65,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Dwight St @ Dwight Ct,Dwight St @ Fairview St,61.7,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Jubilee St @ Opp Market St,Market St @ Rhodes St,106.86,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,New Britain Ave @ Clarendon Terr,New Britain Ave @ Dearborn Pl,116.03,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Robbins Ave @ Stuart St,Robbins Ave @ Frederick St,112.16,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Robbins Ave @ Frederick St,Robbins Ave @ Theodore St,98.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Robbins Ave @ Willard Ave,Robbins Ave @ Willard Ave,65.84,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Robbins Ave @ Florence St,Robbins Ave @ Valentine St,105.76,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Robbins Ave @ Valentine St,Robbins Ave @ Parker St,106.77,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Robbins Ave @ Parker St,Robbins Ave @ Basswood St,77.04,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Main St @ Cheney Ln,Main St @ Goodale Dr,98.4,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Main St @ Kirkham St,Main St @ Atwood St,115.16,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Main St @ Opp Camp Ave,Main St @ Hartford Ave,98.62,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Hartford Ave @ opp Williamstown Ct,Hartford Ave @ Thomas St,108.28,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Newington Ave @ opp Marion St,Newington Ave @ opp Bristol St,114.74,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Newington Ave @ opp Bristol St,Newington Ave @ opp Stafford St,91.21,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Newington Ave @ opp Stafford St,Newington Ave @ opp Sprague St,91.96,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Newington Ave @ opp Windham St,Newington Ave @ opp Stanwood St,104.66,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,New Britain Ave @ Cumberland St,New Britain Ave @ Fire Station,113.94,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,New Britain Ave @ Washington St,Washington St @ opp Colonial St,67.64,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15234,1,Washington St @ opp Colonial St,Washington St @ opp Brownell Ave,79.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,0,Barbour St @ Nelson St,Barbour St @ Judson St,123.61,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,0,Barbour St @ Earle St,Barbour St @ Kensington St,97.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,0,Hampton St @ Cleveland Ave,Hampton St @ Montville St,110.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,0,Barbour St @ Tower Ave,Tower Ave @ opp Barbour St,87.15,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Barbour St @ Tower Ave,Tower Ave @ opp Barbour St,87.15,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Barbour St @ Judson St,Barbour St @ Nelson St,124.02,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Main St @ Florence St,Main St @ Belden St,110.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Vine St @ City of Hartford Department of Health & Human Services,Vine St @ opp Mental Health Ctr,71.38,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Vine St @ opp Love Ln,Vine St @ opp Westland St,124.39,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Vine St @ opp Winchester St,Vine St @ opp Rockville St,78.67,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Vine St @ opp Rockville St,Vine St @ opp Vineland Ter,84.66,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Vine St @ opp Vineland Ter,Vine St @ Edgewood St,103.72,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Vine St @ Keney Ter,Capen St @ Vine St,55.98,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15235,1,Capen St @ Enfield St,Capen St @ Garden St,89.91,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Main St @ Fire Station,Main St @ Park St,90.18,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Maple Ave @ opp 270 Maple Ave,Maple Ave @ Opp Pawtucket St,120.87,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Campfield Ave @ Adelaide St,Campfield Ave @ Bushnell St,107.31,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Campfield Ave @ Cromwell St,Campfield Ave @ Opp Tredeau St,83.11,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Campfield Ave @ Victoria Rd,Folly Brook Blvd @ 23 Folly Brook Blvd,115.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Folly Brook Blvd @ 23 Folly Brook Blvd,Folly Brook Blvd @ 41 Folly Brook Blvd,104.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Folly Brook Blvd @ 41 Folly Brook Blvd,Folly Brook Blvd @ Opp 68 Folly Brook Blvd,107.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Folly Brook Blvd @ Opp 68 Folly Brook Blvd,Folly Brook Blvd @ 97 Folly Brook Blvd,89.44,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Folly Brook Blvd @ 97 Folly Brook Blvd,Folly Brook Blvd @ Jordan Ln,98.4,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,0,Wolcott Hill Rd @ Jordan Ln,Wolcott Hill Park & Ride @ Wolcott Hill Rd,55.18,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,1,Wolcott Hill Park & Ride @ Wolcott Hill Rd,Wolcott Hill Rd @ Saxon Rd,46.24,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,1,Wolcott Hill Park & Ride @ Wolcott Hill Rd,Jordan Ln @ Wolcott Hill Rd,117.18,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,1,Folly Brook Blvd @ Jordan Ln,Folly Brook Blvd @ 102 Folly Brook Blvd,104.1,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,1,Folly Brook Blvd @ 102 Folly Brook Blvd,Folly Brook Blvd @ 68 Folly Brook Blvd,118.96,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,1,Folly Brook Blvd @ 68 Folly Brook Blvd,Folly Brook Blvd @ 46 Folly Brook Blvd,83.83,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,1,Folly Brook Blvd @ 46 Folly Brook Blvd,Folly Brook Blvd @ & 22 Folly Brook Blvd,104.44,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,1,Folly Brook Blvd @ & 22 Folly Brook Blvd,Campfield Ave @ Victoria Rd,121.11,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15236,1,Campfield Ave @ Bushnell St,Campfield Ave @ Adelaide St,113.31,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,0,Albany Ave @ Garden St,Garden St @ Albany Ave,37.18,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,0,Garden St @ 536 Garden St,Garden St @ Capen St,123.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,0,Garden St @ 604 Garden St,Garden St @ 620 Garden St,73.64,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,0,Garden St @ 620 Garden St,Garden St @ Nelson St,100.78,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,0,Garden St @ 702 Garden St,Garden St @ Westland St,99.29,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,0,Garden St @ Westland St,Garden St @ 758 Gaarden St,95.29,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,0,Garden St @ 758 Gaarden St,Garden St @ Risley St,95.04,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,0,Charlotte St @ Barbour St,Barbour St @ Risley St,119.17,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,1,Garden St @ Westland St,Garden St @ 701 Garden St,115.83,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,1,Garden St @ Edgewood St,Garden St @ Capen St,78.43,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15237,1,Albany Ave @ Chestnut St,Albany Ave @ 62 Albany Ave,101.14,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15239,0,Vine St @ Mansfield St,Vine St @ Capen St,102.98,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15239,0,Vine St @ Edgewood St,Vine St @ Vineland Ter,108.78,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15239,0,Vine St @ Vineland Ter,Vine St @ Rockville St,90.97,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15239,0,Vine St @ Rockville St,Vine St @ Winchester St,110.48,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15239,0,Coventry St @ 56 Coventry St,Coventry St @ Opp Branford St,93.4,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15239,0,Coventry St @ Phillps Senior Housing,Coventry St @ Tower Ave,72.94,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15239,0,Coventry St @ Gilbert Ave,Coventry St @ Gilbert Ave,47.2,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15239,0,Coventry St @ Merriam Ave,Coventry St @ Merriam Ave,20.16,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
